Дата,Авиаотделение,Метеостанция,Температура,Точка_росы,Время_измерения,Осадки,Высота_снега,КППО_1,Класс_ПО_1,КППО_2,Класс_ПО_2,КППО_3,Класс_ПО_3,Пред_день,Ночь,Признак_снега
2025-07-15,,28941 : Карталы,27.6,9.6,14:00,0.0,0,2880,3,3126,3,12832,5,1,1,0
2025-07-15,,28639 : Катав-Ивановск,22.0,8.5,14:00,0.0,0,2413,3,1808,3,2293,3,1,1,1
2025-07-15,,28939 : Кизильское,26.0,8.4,14:00,0.0,0,2509,3,2223,3,3706,3,1,1,0
2025-07-15,,28843 : Комсомолец,26.2,9.5,14:00,0.0,0,2942,3,3031,3,12802,5,1,1,0
2025-07-15,,28637 : Кропачево,22.8,9.2,14:00,0.0,0,2515,3,1610,3,1796,3,0,0,1
2025-07-15,,28838 : Магнитогорск I,26.4,9.9,14:00,0.0,0,2135,3,1897,3,2205,3,1,1,1
2025-07-15,,28647 : Миасс,22.8,10.4,14:00,2.0,0,1720,3,900,2,3254,3,1,1,1
2025-07-15,,28741 : Мирный,23.8,9.3,14:00,0.0,0,3540,3,2464,3,3111,3,1,1,1
2025-07-15,,28533 : Нязепетровск,22.9,10.9,14:00,0.5,0,1480,3,1282,3,1315,3,1,1,1
2025-07-15,,28754 : Октябрьское,26.5,11.9,14:00,2.0,0,1457,3,840,2,5440,4,1,1,1
2025-07-15,,28747 : Петропавловский,25.5,9.7,14:00,0.0,0,2157,3,1875,3,2571,3,0,0,1
2025-07-15,,28748 : Троицк,26.1,11.6,14:00,0.0,0,5314,4,2988,3,10436,4,1,1,1
2025-07-15,,28642 : Челябинск II,24.1,10.8,14:00,1.0,0,1745,3,1100,3,2158,3,0,0,1
2025-07-15,,28645 : Челябинск-Город,23.7,9.6,14:00,0.0,0,1902,3,1804,3,2357,3,1,1,1
2025-07-15,,28745 : Южноуральск,25.6,8.4,14:00,0.0,0,2345,3,2654,3,5939,4,1,1,1
2025-08-25,,28948 : Аршалинский,30.8,4.5,14:00,0.0,0,4724,4,3747,3,8582,4,1,1,0
2025-08-25,,35041 : Бреды,28.6,8.4,14:00,0.0,0,3678,3,3422,3,6021,4,1,1,0
2025-08-25,,28549 : Бродокалмак,28.3,10.6,14:00,0.0,0,1706,3,1650,3,2371,3,1,1,1
2025-08-25,,28847 : Варна,30.1,7.1,14:00,0.0,0,3497,3,2790,3,11504,4,1,1,0
2025-08-25,,28833 : Верхнеуральск,28.1,9.1,14:00,0.0,0,1787,3,1961,3,2610,3,1,1,1
2025-08-25,,28541 : Верхний Уфалей,27.7,11.6,14:00,0.0,0,1236,3,1162,3,1252,3,1,1,1
2025-08-25,,28943 : Есенкульская,30.3,10.1,14:00,0.0,0,3291,3,2226,3,5063,4,0,0,0
2025-08-25,,28630 : Златоуст,25.9,9.8,14:00,0.0,0,1170,3,1140,3,1166,3,1,1,1
2025-08-25,,28941 : Карталы,29.5,8.2,14:00,0.0,0,4118,4,3105,3,10866,4,1,1,0
2025-08-25,,28639 : Катав-Ивановск,27.9,8.0,14:00,0.0,0,1816,3,1695,3,1605,3,1,1,1
2025-08-25,,28939 : Кизильское,29.4,5.0,14:00,0.0,0,4186,4,3014,3,3744,3,1,1,0
2025-08-25,,28843 : Комсомолец,30.4,9.8,14:00,0.0,0,2226,3,2359,3,8718,4,1,1,0
2025-08-25,,28637 : Кропачево,25.3,9.9,14:00,0.9,0,1353,3,920,2,1226,3,0,0,1
2025-08-25,,28838 : Магнитогорск I,28.8,7.6,14:00,0.0,0,3256,3,2403,3,2909,3,1,1,1
2025-08-25,,28647 : Миасс,27.8,11.8,14:00,0.0,0,1245,3,1179,3,1906,3,1,1,1
2025-08-25,,28741 : Мирный,27.3,11.2,14:00,0.0,0,1573,3,1583,3,2865,3,1,1,1
2025-08-25,,28533 : Нязепетровск,26.5,14.1,14:00,0.1,0,1114,3,1088,3,1653,3,1,1,1
2025-08-25,,28754 : Октябрьское,30.2,10.9,14:00,0.0,0,1929,3,1849,3,7887,4,1,1,1
2025-08-25,,28747 : Петропавловский,29.0,8.9,14:00,0.0,0,1977,3,1841,3,1780,3,0,0,1
2025-08-25,,28748 : Троицк,31.1,7.8,14:00,0.0,0,2290,3,2659,3,18907,5,1,1,1
2025-08-25,,28642 : Челябинск II,28.7,11.1,14:00,0.0,0,1540,3,1377,3,1646,3,0,0,1
2025-08-25,,28645 : Челябинск-Город,28.0,12.7,14:00,0.0,0,1447,3,1364,3,1450,3,1,1,1
2025-08-25,,28745 : Южноуральск,29.9,7.5,14:00,0.0,0,2002,3,2034,3,10908,4,1,1,1
